State,Institution Name,Routing Numbers
Texas,PORT ARTHUR TEACHERS,
Louisiana,POST OFFICE EMPLOYEES',
Pennsylvania,PPG & ASSOCIATES,
Texas,PRIMEWAY,
Ohio,PROMEDICA,
New Jersey,PUBLIC SERVICE PLAZA,
California,Pacific Coast Bankers' Bank,121042484
California,Partners Bank of California,122244773
Texas,Pegasus Bank,111025466
Tennessee,Peoples Bank & Trust Company,064102384
Kentucky,"Peoples Bank, Mt. Washington",
Michigan,Peoples State Bank of Munising,
Pennsylvania,Phoenixville Federal Bank and Trust,231374916
Nebraska,Pinnacle Bank - Wyoming,102301513
California,Plumas Bank,121138288
Illinois,Prairie Community Bank,071925758
Wisconsin,Prevail Bank,291571270
Oklahoma,Prism Bank,103012908
Missouri,Putnam County State Bank,101903763
Wisconsin,RACINE MUNICIPAL EMPLOYEES,
Louisiana,RAPIDES GENERAL HOSPITAL EMPL,
Colorado,RED ROCKS,
Georgia,REGIONAL MEMBERS,
Virginia,RICHMOND HERITAGE,
Iowa,RIVER COMMUNITY,
Virginia,ROANOKE VALLEY COMMUNITY,
California,ROGUE,
Iowa,Raccoon Valley Bank,073920887
Utah,Redemption Bank,
North Carolina,"Riverside Savings Bank, SSB",253171197
Texas,Round Top State Bank,113114896
Louisiana,S T S P,
Texas,SAN ANGELO,
California,SANTA BARBARA COUNTY,
Tennessee,SCENIC COMMUNITY,
Texas,SCURRY COUNTY SCHOOL,
Texas,SEMINOLE PUBLIC SCHOOLS,
Michigan,SETTLERS,
North Carolina,SHARONVIEW,
Michigan,SHORE TO SHORE COMMUNITY,
Kentucky,SIGNET,
Alabama,SIXTH AVENUE BAPTIST,
Illinois,SMARTCHOICE,
Ohio,SOLON/CHAGRIN FALLS,
Florida,SOUTH ATLANTIC,
Texas,SOUTH TEXAS REGIONAL,
Pennsylvania,SOUTHWEST COMMUNITIES,
Ohio,SSB Community Bank,241271795
Illinois,STATE EMPLOYEES COMMUNITY,
Colorado,STERLING,
Illinois,STREATOR ONIZED,
Michigan,ST. FRANCIS X,
Iowa,ST. LUDMILA S,
Kansas,SUNFLOWER,
Florida,SUWANNEE RIVER,
Texas,"Sage Capital Bank,",114913711
Massachusetts,Savers Co-operative Bank,211371311
Nebraska,Scribner Bank,104911422
Texas,Security Bank of Texas,111906349
Minnesota,Security State Bank of Aitkin,091916527
Minnesota,Sentry Bank,091909466
Virginia,"Shore United Bank, National Association",052100932
Iowa,Sloan State Bank,073909361
Ohio,Somerville Bank,042211572
Iowa,South Story Bank & Trust,073922238
Michigan,Southern Michigan Bank & Trust,072402283
Texas,Spectra Bank,111916915
Utah,"Square Financial Services, Inc.",124085396
Wisconsin,Starion Bank,075972202
Wisconsin,State Bank of Chilton,075903200
Missouri,State Bank of Missouri,101908577
Minnesota,State Bank of Taunton,091209535
Illinois,Stillman BancCorp N.A.,071916042
New Jersey,Sumitomo Mitsui Trust Bank (U.S.A.) Limited,026011167
Wisconsin,Superior Savings Bank,291871336
Florida,T M H,
Massachusetts,TAUPA LITHUANIAN,
Louisiana,TEAMSTERS LOCAL UNION #270,
North Carolina,TELCO,
Tennessee,TENNESSEE MILITARY,
Texas,TEXAS BRIDGE,
Texas,TEXASGULF,
California,THE FIRST FINANCIAL,
California,THE POLICE,
California,THINKWISE,
Utah,TOBACCO VALLEY TEACHERS,
Kansas,TOPEKA POLICE,
Ohio,TOWPATH,
Texas,TRAVIS COUNTY,
Oklahoma,TRUE SKY,
Iowa,TS Bank,
Texas,TXN Bank,114909165
Louisiana,Tensas State Bank,111103948
Texas,Texas Exchange Bank,111903232
Texas,Texas State Bank,111323906
Ohio,The Baltic State Bank,041208803
Tennessee,The Bank of Fayette County,084304230
Missouri,The Bank of Missouri,081509902
Missouri,The Bank of Versailles,101203971
Texas,The Brady National Bank,111303492
Ohio,The Cincinnatus Savings & Loan Co.,242071033
Colorado,The Citizens State Bank of Ouray,102103258
Iowa,The Clinton National Bank,073900441
Ohio,The Covington Savings and Loan Association,242271969
Pennsylvania,The Ephrata National Bank,031308250
Indiana,The Fairmount State Bank,074904365
Kansas,"The Farmers State Bank of Bucklin, Kansas",101104711
Texas,The First Bank of Celeste,111907717
Alabama,The First National Bank and Trust,062104520
Illinois,The First National Bank of Allendale,081227077
Texas,The First National Bank of Bastrop,114904953
Minnesota,The First National Bank of Gilbert,
Kansas,The First National Bank of Hutchinson,101105600
Iowa,The First National Bank of Manning,
Florida,The First National Bank of Mount Dora,
Illinois,The First National Bank of Raymond,
Ohio,The First National Bank of Sycamore,041212899
Oklahoma,"The First State Bank of Pond Creek, Oklahoma",103103749
Indiana,The Garrett State Bank,074903803
Ohio,The Harrison Building and Loan Association,242272214
Kansas,"The Howard State Bank, Howard, Kansas",101103547
Texas,The Lamesa National Bank,111308730
Missouri,The Missouri Bank,081905768
Pennsylvania,The National Bank of Malvern,031912332
Ohio,The Ohio Valley Bank Company,044110707
Ohio,The Peoples Bank Co.,042309222
Wisconsin,The Pineries Bank,075905994
Kansas,"The Riley State Bank of Riley, Kansas",
Ohio,The Sherwood State Bank,041213885
Oklahoma,The State Bank of Wynnewood,103102407
Pennsylvania,The Turbotville National Bank,031313753
Florida,The Warrington Bank,063205923
Michigan,Thumb Bank and Trust,072407929
Kentucky,Town & Country Bank and Trust Company,083902060
Indiana,Tri-County Bank & Trust Company,074908934
Minnesota,Triumph State Bank,091209593
Kansas,U S P L K EMPLOYEES,
Wisconsin,UMATILLA COUNTY,
Nebraska,UNION PACIFIC STREAMLINER,
Michigan,UNITED FINANCIAL,
Minnesota,UNITED SAVINGS,
Louisiana,UNIVERSITY OF LOUISIANA,
Tennessee,UPS EMPLOYEES,
California,USC,
Iowa,United Bank and Trust Company,073918608
Ohio,"United Midwest Savings Bank, National Association",244170877
Missouri,United Security Bank,081517729
North Carolina,Uwharrie Bank,053111690
California,VALLEY FIRST,
Virginia,VANTAGE POINT,
Tennessee,VERITAS,
Indiana,VIGO COUNTY,
Iowa,VISIONBANK OF IOWA,073905187
Utah,"Varo Bank, National Association",124303201
Minnesota,VersaBank USA National Association,
Oklahoma,Vision Bank,103101026
New Jersey,WAKEFERN,
California,WATER AND POWER COMMUNITY,
Tennessee,WCG EMPLOYEES,
Oklahoma,WEOKIE,
Pennsylvania,WEST-AIRCOMM,
Illinois,WESTERN SPRINGS,
Utah,WEX Bank,124085286
Kentucky,WHITESVILLE COMMUNITY,
Michigan,WOLVERINE STATE,
Louisiana,WYMAR,
Illinois,Warren-Boynton State Bank,071109846
Iowa,Waukon State Bank,073903985
Texas,"Wells Fargo Bank South Central, National Association",113093852
Nebraska,West Plains Bank,104109739
Wisconsin,Westbury Bank,275971825
Kentucky,Wilson & Muir Bank & Trust Company,083902044
Pennsylvania,Woodlands Bank,031302528
Oklahoma,YNB,103009571
Colorado,Yampa Valley Bank,102106705
Missouri,1NB Bank,081906505
Utah,1ST UNIVERSITY,
Pennsylvania,AAC,
Texas,ADIRONDACK REGIONAL,
Florida,ALABAMA,
Texas,ALLIANCE,
Virginia,AMERICAN PARTNERS,
Virginia,ANGELINA COUNTY TEACHERS,
Tennessee,ASBESTOS WORKERS LOCAL 14,
Indiana,A.S.H. EMPLOYEES,
Iowa,"American Bank and Trust Company, National Association",071108834
Texas,American Continental Bank,122243583
Texas,American State Bank,111909210
Wisconsin,Apple River State Bank,071122247
Utah,B2 Bank National Association,
Pennsylvania,BESSEMER SYSTEM,
Texas,BOM Bank,111102114
Wisconsin,B. M. H.,
Oklahoma,Bank of Commerce,103101372
Tennessee,Bank of Tennessee,064202705
Iowa,BankOrion,071110042
Virginia,"Blue Ridge Bank,  National Association",051402372
Wisconsin,C U P,
Louisiana,CAMPUS,
Florida,CCB Community Bank,062105778
Ohio,"CFBank, National Association",241272118
Indiana,CHICAGO'S BRAVEST,
Wisconsin,CO-NE,
Kentucky,COMMONWEALTH,
Wisconsin,COMPASSIONATE CARE,
Wisconsin,COUNTY - CITY,
North Carolina,CS,
Virginia,Carter Bank & Trust,051402932
Missouri,Chester National Bank,281970881
Texas,Citizens National Bank,111313631
Utah,Column National Association,
Nebraska,Core Bank,104001808
Virginia,DEMOCRACY,
Michigan,DORT FINANCIAL,
Virginia,E L C O,
Wisconsin,EDUCATORS,
Wisconsin,EPB EMPLOYEES,
Minnesota,Eagle Bank,091902036
Missouri,Emprise Bank,101100579
Georgia,FAMILY SAVINGS,
Wisconsin,FINANS,
Pennsylvania,FIRST COMMONWEALTH,
Virginia,FIRST NRV,
Wisconsin,FLEXPAK,
Wisconsin,FORWARD FINANCIAL,
Missouri,Farmers Bank of Northern Missouri,101903336
Minnesota,Farmers State Bank of Hoffman,091205571
Iowa,Fidelity Bank,073920900
Ohio,First Bank of Berne,074905474
Indiana,First Farmers Bank & Trust Co.,074911578
Kansas,First Heritage Bank,101104863
Georgia,First National Bank of Coffee County,061204735
Georgia,First Port City Bank,061202452
Texas,First Security State Bank,111910160
Pennsylvania,Firstrust Savings Bank,
Iowa,Fortress Bank,071111986
Nebraska,GALLUP,
Minnesota,GENISYS,
Utah,GOLDEN VALLEY,
North Carolina,GREENSBORO,
Florida,GULF WINDS,
Texas,Grand Bank,103912875
Missouri,Great Rivers Bank,081206946
Ohio,Guardian Savings Bank,242071509
Kentucky,HERITAGE,
Ohio,HOLY FAMILY PARMA,
Missouri,Hawthorn Bank,086500605
Tennessee,Heritage Community Bank,064208848
Missouri,HomeBank,081225972
Utah,INLAND,
Iowa,I. H. MISSISSIPPI VALLEY,
Florida,JACKSON COUNTY 1ST,
Michigan,JOURNEY,
Texas,KEMBA INDIANAPOLIS,
Utah,KOIN,
Oklahoma,Kirkpatrick Bank,103001469
Louisiana,LAMPCO,
North Carolina,LIVINGSTON PARISH,
Tennessee,LUTHERAN,
Tennessee,Legends Bank,064108443
Michigan,MADISON COUNTY,
Texas,MEAD COATED BOARD,
Pennsylvania,MERCK SHARP & DOHME,
Missouri,MID AMERICAN,
Nebraska,MNB BANK,104100783
Virginia,MOUNT CARMEL BAPTIST,
Texas,Marion State Bank,114911577
Texas,Method Bank,
Nebraska,Midwest Independent BankersBank,086505273
Virginia,N A E,
Pennsylvania,NEW CASTLE BELLCO,
Pennsylvania,NORTH EAST WELCH,
Ohio,NORTHWESTERN,
Wisconsin,National Bank of Commerce,091800028
Wisconsin,Northern State Bank,091206402
Texas,OMEGA PSI PHI FRATERNITY,
Indiana,"Old Plank Trail Community Bank, National Association",071921846
Wisconsin,PARK MANOR CHRISTIAN CHURCH,
Pennsylvania,PATRIOT,
Pennsylvania,POLICE & FIRE,
North Carolina,PROPONENT,
North Carolina,Paramount Bank,081019117
Tennessee,People's Bank and Trust Company of Pickett County,
Missouri,"Peoples National Bank , N.A.",081206807
Virginia,Powell Valley National Bank,051403818
Indiana,Providence Bank & Trust,071926375
Utah,READING BERKS SCHOOL EMPLOYEES,
North Carolina,REVITY,
Utah,RIVERFORK,
Wisconsin,ROME KRAFT EMPLOYEES,
Georgia,River City Bank,061120770
Texas,SAFE 1,
Missouri,SCOTT,
Ohio,SECURITY,
Wisconsin,SHEBOYGAN AREA,
Tennessee,SMART CHOICE,
Georgia,SOUTHERN ENERGY,
Pennsylvania,SPOJNIA,
Virginia,ST. MARY PARISH SCHOOL EMP.,
Texas,SWEETWATER REGIONAL,
Tennessee,Sainte Marie State Bank,081215649
Virginia,Select Bank,051409456
Georgia,Southeast First National Bank,061101414
Wisconsin,Spring Bank,075918334
Michigan,State Savings Bank,072405743
Utah,Synchrony Bank,042202688
Tennessee,TENNESSEE VALLEY,
Georgia,THE BRIDGEWAY,
Texas,TINKER,
Virginia,TRANSPORTATION,
Wisconsin,TRUSTONE FINANCIAL,
Florida,TYNDALL,
Virginia,The Bank of Marion,051401849
Texas,The Commercial Bank,114905499
Ohio,The Farmers and Merchants Bank,042213389
Indiana,The Hometown Savings Bank,274971729
Oklahoma,The State Exchange Bank,103108757
Wisconsin,Thrivent Trust Company,
Nebraska,Tri-Valley Bank,104908859
Texas,UNION BAPTIST GREENBURGH,
Virginia,UNITED SOUTHEAST,
Pennsylvania,USX,
Utah,U.P.S. EMPLOYEES,
Kentucky,United Southern Bank,083903580
Wisconsin,"VERVE, A CREDIT UNION",
Wisconsin,WESLA,
Wisconsin,"WNB FINANCIAL, N.A.",091900216
Ohio,"Waterford Bank, N.A.",041215854
Minnesota,West Bank,073903354
Kentucky,YOUNG COMMUNITY,
Missouri,nbkc bank,101015347
Iowa,ADVANTAGE,
Illinois,AMERICAN BROADCAST EMPLOYEES,
Pennsylvania,Abacus Federal Savings Bank,226072870
Florida,American Pride Bank,061121070
Pennsylvania,BAYER HERITAGE,
Texas,Bank 7,101111319
Illinois,CBI Bank & Trust,073900742
Utah,CHARTWAY,
Texas,CITY,
Illinois,CONSUMERS,
North Carolina,CREDIT HUMAN,
Texas,Central National Bank,111907199
Louisiana,City Bank & Trust Co.,104901144
Missouri,Community First Bank,101205063
Georgia,DAVIESS COUNTY TEACHERS,
Texas,EASTMAN,
Kansas,Exchange State Bank,101111681
Illinois,FINANCIAL PLUS,
Iowa,FNB Bank,073907509
Virginia,First Carolina Bank,053112408
Florida,First Federal Bank,053208024
Michigan,First Independence Bank,072001079
Virginia,First US Bank,051405803
California,GUARDIAN,
Virginia,HANSCOM,
California,Habib American Bank,026007362
Iowa,Heartland Bank and Trust Company,071104427
Tennessee,INTERFAITH,
Indiana,KEMBA,
Oklahoma,Legacy Bank & Trust Company,081511631
Pennsylvania,MEMBERS 1ST,
Alabama,MOBILE GOVERNMENT EMP.,265176216
Minnesota,Midwest Bank,091201643
Minnesota,NOTRE DAME,
Colorado,Oakstar Bank,081512355
Pennsylvania,Old Dominion National Bank,051409414
Virginia,PENAIR,
New Jersey,Peoples Security Bank and Trust Company,031311807
Tennessee,Planters Bank & Trust Company,084206176
Pennsylvania,Provident Bank,021205499
Colorado,SAN JUAN MOUNTAINS,
Texas,SERVICE 1ST,
Texas,STAR FINANCIAL,
California,SUN PACIFIC,
Iowa,Security Savings Bank,073918077
Wisconsin,Sterling Bank,091803300
Illinois,THE FAMILY,
Oklahoma,TRUITY,
Ohio,The Farmers & Merchants State Bank,075907099
North Carolina,TowneBank,051408910
Minnesota,UNITY ONE,
Texas,USAA Federal Savings Bank,114094041
New Jersey,VISIONS,
Georgia,Wallis Bank,113113392
Pennsylvania,"Wilmington Savings Fund Society, FSB",031100924
Georgia,"BankUnited, National Association",026014588
Pennsylvania,CAMPBELL,236077658
Ohio,CNB Bank,031306278
Virginia,"Capital Bank, National Association",053112806
Kansas,Cornerstone Bank,101014953
Virginia,EVEREST,
Florida,"EverBank, National Association",063092110
Michigan,FAMILY FIRST,272484674
Minnesota,FIRST COMMUNITY,291378693
Wisconsin,Fidelity Bank & Trust,071112684
Ohio,First National Bank of Pennsylvania,041202511
Wisconsin,First State Bank and Trust,081504855
Kansas,HEARTLAND,301178372
Virginia,HomeTrust Bank,053208147
Kansas,Legacy Bank,101101662
Wisconsin,MARINE,275977489
Illinois,METRO,271975401
Tennessee,Millennium Bank,064208518
Massachusetts,State Street Bank and Trust Company,011000028
Wisconsin,TRI-COUNTY,
Nebraska,The First State Bank,104102257
Kansas,Union Bank and Trust Company,064105666
Indiana,"United Fidelity Bank, fsb",021606690
Colorado,"Zions Bancorporation, N.A.",011201762
Missouri,Alliance Bank,081518773
Missouri,"BOKF, National Association",082901392
Texas,CHEVRON,321075947
Illinois,Citizens Community Bank,081025363
Iowa,EMPEOPLE,271186423
Ohio,EVERENCE,031389237
Michigan,FARMERS INSURANCE,322077795
Georgia,FIRST TECHNOLOGY,321180379
Oklahoma,First American Bank,067015928
Missouri,"First Mid Bank & Trust, National Association",071102076
Missouri,Flanagan State Bank,071118264
New Jersey,"HSBC Bank USA, National Association",021001088
Missouri,NATIONAL POLICE,271078146
New Jersey,PCB Bank,122043602
Oklahoma,Peoples State Bank,063114425
Georgia,Renasant Bank,061103276
New Jersey,"Santander Bank, N.A.",011075202
New Jersey,Shinhan Bank America,026011963
Florida,"Sunflower Bank, National Association",101100621
Illinois,TIB National Association,111010170
North Carolina,U S POSTAL SERVICE,254075441
New Jersey,ALTRA,291881216
California,Beal Bank USA,122487459
Michigan,Citizens State Bank,061210541
Georgia,"FSNB, National Association",103112675
Texas,"First American Trust, FSB",122241255
Louisiana,Gulf Coast Bank and Trust Company,265070435
Florida,Manufacturers and Traders Trust Company,221272316
Texas,NBH Bank,101000789
Kentucky,Republic Bank & Trust Company,042287027
California,The Bank of New York Mellon,011001234
Ohio,The Peoples Bank,041001013
Florida,Valley National Bank,021201383
Colorado,"Armed Forces Bank, National Association",122243017
Ohio,Austin Capital Bank SSB,114994031
Texas,Bank OZK,026013291
Illinois,CREDIT UNION 1,271188081
Texas,"Citibank, National Association",021000089
Florida,City National Bank,066016889
Nebraska,Commercial Bank,104102642
Alabama,Farmers and Merchants Bank,062204530
Kentucky,First Financial Bank,041203811
Texas,First National Bank of Omaha,071902629
Illinois,Hanmi Bank,061106150
Texas,JUSTICE,254074413
Florida,SELF-HELP,253184841
North Carolina,"SouthState Bank, National Association",051408907
Colorado,The Central Trust Bank,086519609
North Carolina,UNITED,272484894
Virginia,United Bank,043316942
Illinois,Busey Bank,071100117
Iowa,Community State Bank,073908317
Texas,Metro City Bank,061104848
California,"The Bank of New York Mellon Trust Company, National Association",
Illinois,Commerce Bank,071100010
Louisiana,First Horizon Bank,061120152
Iowa,First National Bank,073902766
Ohio,KeyBank National Association,011807043
Tennessee,Liberty Bank and Trust Company,065002108
Wisconsin,Old National Bank,072413638
California,"Wilmington Trust, National Association",022313005
Colorado,CIBC National Trust Company,071006486
California,COMMUNITYAMERICA,301081508
Florida,"Citizens Bank, National Association",011001331
Iowa,First Community Bank,073907897
Colorado,TOGETHER,281082915
Florida,United Community Bank,053105059
Florida,AMERICAN AIRLINES,311992904
California,"BNY Mellon, National Association",031300821
Texas,"BNY Mellon, National Association",031300821
Tennessee,Farmers State Bank,064202844
Oklahoma,First State Bank,103008404
North Carolina,BAXTER,271992400
Missouri,First Bank,063114946
Indiana,Truist Bank,031204710
Colorado,"UMB Bank, National Association",111015748
Wisconsin,"UMB Bank, National Association",111015748
North Carolina,"Fifth Third Bank, National Association",053100737
Minnesota,Peoples Bank,041001013
Illinois,Regions Bank,051009296
Alabama,Woodforest National Bank,044115809
Pennsylvania,Woodforest National Bank,044115809
Minnesota,BMO Bank National Association,063113727
Georgia,First-Citizens Bank & Trust Company,031207856
Wisconsin,First-Citizens Bank & Trust Company,031207856
Nebraska,Pinnacle Bank,101200440
Massachusetts,The Northern Trust Company,063111059
Colorado,The Huntington National Bank,041000153
North Carolina,The Huntington National Bank,041000153
Illinois,U.S. Bank National Association,011501747
Tennessee,U.S. Bank National Association,011501747
Kansas,NAVY FEDERAL CREDIT UNION,256074974
Oklahoma,NAVY FEDERAL CREDIT UNION,256074974
Illinois,"PNC Bank, National Association",021200575
Ohio,"PNC Bank, National Association",041001246
Georgia,Bank of England,082902139
North Carolina,Bank of England,082902139
Colorado,"Wells Fargo Bank, National Association",026073079
Nebraska,"Wells Fargo Bank, National Association",026073079
California,"Bank of America, National Association",122203248
Michigan,"Bank of America, National Association",011000138
Tennessee,"Bank of America, National Association",011000138
Indiana,"JPMorgan Chase Bank, National Association",021000021
New Jersey,"JPMorgan Chase Bank, National Association",021000021
Wisconsin,"JPMorgan Chase Bank, National Association",021000021
Missouri,1st Advantage Bank,081019120
Minnesota,21st Century Bank,091913685
Indiana,A H E PLANT 3,
Louisiana,ACADIAN,
Ohio,ACHIEVE,
Iowa,AEGIS,
Missouri,AFRICAN DIASPORA,
Texas,ALAMO CITY,
Minnesota,ALEXANDRIA SCHOOLS EMPLOYEES,
